story_id,title_text,story_text,resp_text,isComplaint_true,isComplaint_R1,isComplaint_R2,isComplaint_R3,engagement_true,engagement_R1,engagement_R2,engagement_R3,engagement_R4,engagement_R5,engagement_R6,engagement_R7,engagement_R8,organisationalLearning_true,organisationalLearning_R1,organisationalLearning_R2,organisationalLearning_R3,organisationalLearning_R4,organisationalLearning_R5,organisationalLearning_R6,organisationalLearning_R7,organisationalLearning_R8
94,Great service during the COVID pandemic ,"I wanted to let you know how impressed I have been with the service and care that Hillview Medical Centre has provided for me over the past year despite being under pressure due to the pandemic. I have needed to have a number appointments with the Drs and nurse during this time and think that the service has actually improved in response to the situation! Most of my contact has been via email initially, so much easier than having to sit on the phone and the website is easy to navigate , these emails have been responded to very swiftly offering either an appointment or by a call from the Dr or nurse practitioner, sometimes within hours, normally within the same day. I am so grateful for the service and care that the practice have provided for me and would recommend you to anyone. Thank you!","Dear Ms R
Thank you for your post, I will share it with the team. We are so pleased to hear your comments, especially since the team have had to quickly adapt to new ways of working, new websites and soft wear at such a difficult time. It is very kind of you to take the time to thank them, it is gratefully received.
Kind regards, Jackie Stockill, Practice Manager",0,0,0,0,0,,,,,,,,,0,,,,,,,,
152,NHS complaints procedure failures,"I made a complaint to SWLSTG, regarding contacting the mental health services for help and support because my GP was inappropriately attempting to misdiagnose me with a mental health disorder and encourage others to medicate me with drugs that I knew would be dangerous to my health. The mental health services refused to contact my GP to prevent the mistreatment.  
The mental health services made my position and my life worse, to the point where I feel victimised and mistreated by my GP. The complaints service has failed to take action on the information they received from myself, to help me to access appropriate and safe GP care. They have failed to respond to my complaint within appropriate timescales. They have failed to take action to protect myself and others from GP mistreatment.","Dear Mcleary875  rnMy name is Jane and I am one of the Experience and Governance Leads for the Trust. I am sorry to learn that you have had such a negative experience and we were not able to resolve your complaint to your satisfaction.  rnAs you are unhappy with the complaint outcome and the way your complaint was handled, you may wish to raise this with the Parliamentary and Health Service Ombudsman (PHSO). The PHSO is independent of government and the NHS. The service is confidential and free. Please be aware that there is a time limit for making a complaint to the PHSO; this is generally within one year of you becoming aware of the issue, although there are exceptions.  rnIf you wish to discuss your case with the PHSO you can contact their helpline on 0345 015 4033, email phso.enquiries@ombudsman.org.uk. Further information about the PHSO is available at www.ombudsman.org.uk  rnKind regards  rnJane",1,1,1,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Do not use this surgery!!,"Do not use this surgery!
Unsympathetic, unempathetic doctors with no people skills! Little sympathy towards patients who are dealing with very sad issues.
Aggressive and confrontational doctors who seem to be more interested in trying to belittle you and make your problem seem a much smaller issue than it actually is.
Have tried leaving in depth review 3 times, but sadly all have been rejected. Sad because the general public deserve the right to know what sort of service they would receive if they joined this surgery.
Do not use this surgery!!","Dear user
I am sorry that you feel you have had a bad experience with a doctor here.
We would not wish this for any of our patients.
Please could you contact me at the surgery, either by phone on 01225 427402 or via email helen.harris1@nhs.net, so that I can look into this for you and investigate why you feel you had such a bad experience.
From the national patient survey, our patients rated us in the top 3 for overall GP experience, in B&NES, so it would be good to know where this has gone wrong for you, so we can continue to provide a good level of care for everyone.
Please do get in touch, I appreciate you taking time to do this
Helen Harris
Practice Manager",1,1,1,1,2,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,The worst surgery!,"The worst surgery in Luton even the walk in centre is better than this. My dad goes to this surgery and has to wait hours for an appointment then to be told there’s none left. Then when you want to speak to the manager you have to go In to the surgery and she justifies it by saying it’s a In demand surgery. We all are with Conway medical centre we ring at 8:30 and get a appointment on the day or if there’s none they book it for another day or you even get the option of a doctor ringing back.That surgery has a lot of patients, yet they can do their job properly.  If you’re surgery can’t do the basics then why are you open. Instead of justifying you’re receptionists disgusting attitude, why don’t you do something about it. There’s so many bad reviews about the recpetionist yet nothing seems to be done about it.","
Dear Patient

Demand for appointments at Kingsway Health Centre is very high. The reception team are in a very difficult and challenging position. They can only work with the appointments that they have available to them on the screen and once these are utilised they have the difficult job of informing patients that we are full. I am disappointed to read your comments about the reception team and how you perceive them. As a surgery we are providing a quantity and selection of appointments as per our NHS contract.

If I recollect correctly your father was given an appointment on the day in question.  He agreed to wait in the surgery whilst we called patients to ensure they were going to be attending their pre-booked appointments and we did manage to offer him a cancellation.  

Clare Briars
Practice Manager
",1,1,1,1,2,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,The staff are unbelievable,"You cant beat the care here in Lurgan hospital. The staff are unbelievable. Everyone has been a great help. The communication with the staff is good, they are always very friendly and nothing is ever a bother to them.  
The food is okay, my appetite isn't great so I don't eat a lot but I cant complain anyway. The facilities on the ward are good, I don't see any problems whatsoever.","Hello,  rnThank you for taking the time to share your recent admission to Hospital.  rnIt is delightful to read you have found staff to be unbelievable & Everyone has been a great help. The skills our team have are essential to deliver high quality person centred care which you have experienced.  rnNutrition is important to optimise your energy levels through your rehab journey and If there is anything we can do to help you enjoy your meals better please speak with the nurse in charge. You are welcome to ask family to bring in food for you that we can label and store in Fridge. The trust advises against ready-made meals and food that need heated as these food types pose risk of listeria.  rnI will ensure to share your kind feedback with the team.  rnI hope you have a speedy recovery during your stay!  rnKind Regards  rnDonna O’Neill  rnSenior Nurse",0,0,0,0,0,,,,,,,,,0,,,,,,,,
52,"Review of surgery. Poor ,very stressful ...","I find this surgery quite poor ,hard to get an appointment ,the staff are not very helpful and quite abrupt ,they are unhelpful and i dont think a receptionist should give you any results over the phone ,the whole experience of visiting the doctors is strefful enogh without having to deal with staff like that .","Thank you for taking the time to leave feedback on your experience,
I am sorry to lear that you have found the situation stressful and the staff unhelpful.
We are aware that at the moment there is currently a longer wait than usual for a routine appointment, this is due to a combination of bank holidays and annual leave.
However, we do release a number of appointments on regular basis and if you do not already have on-line access it may be worth considering this as you can then easily see what appointments are available to you. More information on this can be found here http://www.nhs.uk/NHSEngland/AboutNHSservices/doctors/Pages/gp-online-services.aspx
If you have an urgent medical requirement we have same day appointments available and if these have been booked you can access the duty doctor who will call you back the same day and will review you over the telephone and may ask you to attend the surgery.
The receptionists are trained to give our test results and only provide details of those which have been authorised and reviewed by a doctor first.
You may be interested in joining our patient participation group which is a group of patients who work to introduce improvements to the practice.
Our next meeting is Thursday 13th April, 10am at the the practice if you would like to come along.
Thank you for your comments we use all feedback to help us to improve our services.
Dawn
Practice Manager",1,1,1,1,2,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
97,Getting vaccinated in Belfast...,"Just want to say how all the staff involved from the doors man, check in, nurses, the lady who cleaned my chair to the checkout: YOU WERE SO NICE. Thank you","Thank-you for taking the time to share about your experience at the SSE Vaccination Centre. I'm delighted to hear it was such a positive one. All our team work hard to deliver a service that is efficient, caring and professional.  rnKind Regards  rnMaggie Magowan  rnLead Nurse  rnVaccinaton Centre",0,0,0,0,0,,,,,,,,,0,,,,,,,,
57,Best GP in 20yrs,This is by far the best GP practice I've ever been registered under. From the extremely helpful receptionist staff to the most human doctor I've ever come across. Takes the time to explain things and do checks. Extremely pleased and will be gutted when I move out of the area in a few months time,"Dear Patient, Thank you very much for taking the time to leave positive feedback on this website. We always like to share any feedback we receive with all staff and they were very pleased to have received yours. We always endeavor to give a good service to our patients and it is very rewarding to hear when they are happy. Thank you again Kind regards Tori Edwards Practice Manager",0,0,0,0,0,,,,,,,,,0,,,,,,,,
124,rooms cleaned to perfection,"I have been in lurgan hospital for 2 weeks, I came over from Craigavon are hospital by ambulance. The food is really lovely, very very good. My rooms always kept lovely and clean, cleaned ever day to perfection. The nurses are very good, couldn’t ask for much better. I wouldn’t make any changes to my stay, I am very content.","Good afternoon, thank you for this feedback.  rnI am so happy this is your experience in our ward.  rnI will be delighted to share your kind words with the team.  rnWishing you a speedy recovery  rnMany Thanks Sinead",0,0,0,0,0,,,,,,,,,0,,,,,,,,
113,They are all lovely and helpful,"I have been in and out of hospital for the past few weeks. It has all been good up on this ward(3 North Ward), the staff have been very good towards me could not have asked for a better team to look after me. They are all lovely and helpful, every single one of them has been fantastic.  
I honestly can’t think of anything that they could improve upon, but just keep up the care that they are providing.","Dear Aoiyf36 - thank you so much for providing this feedback, the staff will really appreciate your lovely comments  rnI hope you are feeling better  rnBest wishes  rnChristine Armstrong  rnCare Opinion Facilitator  rnSHSCT",0,0,0,0,0,,,,,,,,,0,,,,,,,,
25,Rude and poorly trained receptionists,My daughter was in excrutiating pain with an ear infection but could not get an appointment with her GP before she was due to fly to the US. The two receptionists who I assume were not medically trained and therefore unqualified to make an assessment. But that is what they did and informed my daughter that she was wasting their time and her own and to ho back to her GP. Thankfully a different clinic saw her as an emergency case and drained the fluid from the infection and began a course of antibiotics. I am sick of these two judgemental receptionists and there apalling attitudes to fellow human beings. They seem to be building a reputation for themselves too.. I will not rest until they are retrained or replaced. Shocking behaviour.,"Thank you for taking the time to provide us with your feedback. We strive to provide a high standard of care to patients, families and carers so we are dissapointed to hear that this has been your experience . To ensure we make the necessary improvements and learn lessons from the incident we would appreciate the opportunity to discuss this with you further. If you feel you wish to do this please contact The Complaints department on 01522 309752 or alternatively email LHNT.LCHSComplaints@nhs.net",1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,Minor surgery,"I recently attended the hospital for a heamorroidectomy requiring a general anaesthetic. I was a day patient. The treatment I received was excellent.
Everyone involved in my procedure was kind, caring and professional making me feel secure and comfortable and I was able to go home feeling confident after a short recovery period and a conversation with my consultant.","Thank you for taking the time to post your comment on the NHS Choices website. Initially please accept our apologies for our delayed response to your comments.  
We were pleased to read that you has a positive experience at Wythenshawe Hospital. We were especially pleased that you felt that you received an excellent standard of care and treatment and that our staff were able to help you to feel secure and comfortable during your visit. It is always good to receive feedback which highlights the hard work and compassion of our staff. We were also please that your felt confident on discharge from our care. We hope that you have continued to recover well from you procedure. We will ensure that your feedback is passed on to the Deputy Head of Nursing so that it can be shared with the team involved in your care.",0,0,0,0,0,,,,,,,,,0,,,,,,,,
61,Disgrace,"Rude receptionists, never can get an appoinment, sending their patients to another gp clinics, because in 8.30 they are already fully booked. By their rules you have to call from 8.15 to get an appointement. But in 15 minutes everything is gone? I doubt it.",We have a range of appointments on offer at Elthorne Park. Routine appointments are bookable up to 4 weeks in advance and we have a GP-led telephone triage system for urgent problems every day. That means anyone with an urgent problem will receive a telephone call from the Duty GP and can be seen that day in an appointment if necessary. There are hub clinic appointments also at neighbouring practices for when patients need to be seen outside of normal surgery hours here.,1,1,1,1,2,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Flu jab time,Despite coronovirus restrictions the practice planned the jab time very efficiently with no waiting and a safe feeling to the process.,Thank you for taking the time to comment.  It was very important to us that patients felt safe and it is very good to hear that you did and that it went smoothly. ,0,0,0,0,0,,,,,,,,,0,,,,,,,,
23,Suicidal?  Don't open up to these people; they...,"I strongly recommend that you don't make the same mistake I did; open up to these people and tell them your darkest secrets, only for them to fail you through incompetence.
They didn't help me; they made me worse.
If you hear voices and see things then you're in luck, they will help you.
Any other problem in your mind and they are clueless, unwilling and unable to help.","Thank you for taking the time to post your valuable feedback. Joe Jackson, the Acute Care Pathway Manager who is responsible for Melbury Lodge Hospital, was shocked and disappointed to hear about your experience and would welcome the opportunity to speak to you about it. If you would like to do this, please contact his secretary Sue Fricker on 01962 8977256 so that this can be arranged.
Alternatively, please contact the Customer Experience Team on 023 80874065 who will be happy to liaise with the service on your behalf if you would find this helpful.
Kind regards, Julie White, Customer Experience Advisor",1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,Excellent Experience ,I attended the Day Surgery Procedure Ward. Both the Nurses and the Consultants/surgeons were very friendly and thoroughly explained what was going to happen during my stay. I had a good discussion with the anaesthetist who explained what the best option for me was and why. I felt well cared for at all stages of the procedure.,"Dear Declan
Thank you for sharing your positive feedback with us. We are pleased that you found our staff to be friendly and that they explained everything to you. It was lovely to read that you felt well cared for throughout the procedure. We will share your appreciation with the team.
Janine Ashton, Patient Experience Officer.",0,0,0,0,0,,,,,,,,,0,,,,,,,,
53,Mental Health support in crisis,"I and my husband don't know anymore how we get help for our son. We used to ring a crisis team who would then arrange to see him and arrange an admission to hospital. Sometimes he was sectioned. He has schizophrenia .  
Now when we ring there is either a telephone line or no one answers at all. Just an answerphone. We need someone to pick up the phone if we call. It is not good enough to call us back hours later when we needed help at the time  
Is the crisis line really staffed by professionals? The advice we have received ranges from telling us there there is nothing we can do, to being simply dismissed as they say they are too busy. We need a clear practical plan but they don't seem to have one. We cant take him to A&E and telling us to call the police when he isn't a criminal is just wrong.  
I too have been told recently that the crisis line is not for emergencies. If this is correct , and they also don't come out , then what are they there for? My son is one of those the crisis team refuses to work with. We think there are quite a number of patients like this. The MH Trust cut the assertive outreach team he was once under but hasn't replaced it. So now he has a nurse he sees once every 3 months, no crisis support access and if he is ill ONLY the police and hospital. Why cant he be supported with the dignity he deserves. He cant ask for help so it is up to us but no one listens.","Dear elephantrs85  rnWe are sorry to read about your experience and understand the immense responsibility and difficulties which often accompanies caring for people with mental health difficulties.  rnThe Crisis Resolution Teams aim is to work collaboratively with a service user’s social network in order to provide the least restrictive option for treatment in the community.  rnThe Camden and Islington Crisis Resolution Teams operate a Crisis Single Point of Access (C-SPA) service Monday to Sunday, 365 days per year between 8am and 8:45pm. This is staffed by crisis team clinicians, not administrators so that service users and carers can get to speak to a health professional directly. It is a busy part of the service and sometimes it means there is a wait to get through, hence why a voicemail option was introduced to alleviate this.  rnDuring the day in the C-SPA, there are up to six clinicians at peak times responding to calls. At night time, the service is run by a single staff member per borough who can respond and who attends the various Emergency Departments within London in addition to answering calls or voice messages where they are not able to respond immediately.  rnStaff are instructed to reply to all voicemail messages as soon as they are able, although the time can vary dependent on the nature of the work. As the C-SPA is the single point of access for all the crisis teams in Camden and Islington, there are a high volume of calls received hence why at times, individuals ringing in are directed to leave a voicemail when they cannot get through.  rnThe aim of the C-SPA is to provide telephone support to callers and aims to support referrals into the Crisis Team services thus ideally preventing servicer users needing to present themselves to an Accident and Emergency department. This is achieved through providing support and advice earlier on their mental health crisis.  rnIf offered assessment with the Crisis Team services we then aim to see those in crisis within 24 hours. We acknowledge that we are not able to offer assessments any sooner than this time period currently, but this is something we are working hard on improving. At times, therefore, we may have had to explain to service users and their carers that if a more immediate and emergency type response is required, then unfortunately we would be unable to meet this.  rnOn speaking with the service provider for the Assertive Outreach Team I would like to reassure you there have not been any cuts in this service here in Camden and Islington NHS Foundation Trust. The Assertive Outreach Team continues to provide a high level of support and care management for this client group.  rnWhilst we recognise the importance of online feedback we really want to encourage service users and carers to contact us directly, each service users’ needs are unique and this enables us to provide a more specific and tailored response.  rnThank you once more for your feedback, please do get in touch and allow us to arrange a meeting to discuss the issues you raise concerning your son in more detail.  rnNonie Fennell-KellyCrisis Single Point of Access Managernonie.fennell-kelly@candi.nhs.uk",1,1,1,1,2,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
62,My stay was made all the better because of them,The nurses and auxiliaries in this ward were wonderful. They tended to my every need with a smile and lots of encouragement. Individually they were great but equally they worked as a super team helping each other and always smiling and happy. My stay was made all the better because of them.. Thank you so much.,"Dear Fablus,  
Thanks very much for taking the time to post on care opinion. Being in hospital canbe difficult and it is great to hear the staff made the stay easier. A smile is so important!  
I am delighted to hear about your care from the team and I will ensure your comments are shared.  
I hope you are now recovering well.  
Best wishes,  
Christine",0,0,0,0,0,,,,,,,,,0,,,,,,,,
100,Receiving the Pfizer Vaccine,"Very very friendly staff. Was made to feel very relaxed and made to understand possible side effects. Didn't wait too long either, appointment was for 7pm out for 7. 40pm.","Dear polariseb95  
It's great to hear that you have had a good vaccination experience.  
Our teams at the Vaccination Centre are working very hard to look after everyone well.  
Thank you for sharing your story.  
Best wishes  
Conor",0,0,0,0,0,,,,,,,,,0,,,,,,,,
157,Very positive experience,Welcoming and very professional staff instilled a feeling of confidence. Constant checking of personal details before cataract surgery and comprehensive advice and information afterwards. Would not hesitate to recommend.,"Hello Penelope, thank you so much for your 5-star review of SpaMedica.rnWe understand that having eye surgery can sometimes make some people anxious, so we’re delighted to hear that our team were able to keep you well informed and put you at ease. rnWarm regards, SpaMedica.",0,0,0,0,0,,,,,,,,,0,,,,,,,,
27,A first class service throughout,"My daughter required an operation and we were referred to Nuffield Leeds with it being one of the few private hospitals to carry out paediatric operations. From the moment we first attended the hospital for the initial consultation, through the pre-assessment and to the operation itself, the entire staff were really friendly and reassuring. The doctor was great with my daughter about explaining the diagnosis and the options available to her. The doctor had a really calming personality and reassured her throughout. On the day of the operation itself, the two nurses who looked after us, were excellent throughout. They ensured we were kept informed about the sequence of the day, the timings of the operation and also the care after the operation. They were always checking into the room to see how my daughter was and if we needed anything. In general, the hospital is very clean and well laid out. The food was excellent and well presented. The only minor point is the tight access into the underground car park but with it being a city centre location we were grateful for any parking at all, let alone for it to be free. Overall I would highly recommend this hospital and the staff to anyone, we had a really positive experience at a time my daughter was really apprehensive. Thank you to all the staff involved.","Hi Mark, thank you for taking the time to send us your feedback. It's great to hear about your daughter's experience with us - we have passed your kind words onto the team here at the hospital. In the meantime, if you have any questions, please do not hesitate to contact us on 0113 388 2000.
Wishing you all the best in your recovery.
Best wishes
Nuffield Health Leeds Hospital",1,0,0,0,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,Efficient Practice,We were on time for our flu vaccines and were ushered in immediately. Our details were checked and agreed. My wife was first and mine followed shortly. Absolutely no problems and were soon on our way home. ,"Dear Mr Gurry,
Many thanks for your kind comments which will be passed onto the team. I'm pleased that you were satisfied with the service provided.
Regards
Interim Practice Manager
Ms Shirley Stewart
",0,0,0,0,0,,,,,,,,,0,,,,,,,,
4,Being let go.,"When I first moved to Cambridge I had already been suffering from an eating disorder for over a year, with gradually worsening behaviours.  Before that I had been self harming for over a decade.  Even then I was unwilling to seek help, as I know many in similar situations are, however being pushed by friends, I made tentative contact with my gp,  who diagnosed me with depression and sent me off with a prescription for flouxetine.  

After another year in which I returned to my gp at intermittent intervals, not finding the prescription particularly useful, I eventually was referred to the adult eating disorders service.  After a wait of approximately 6 months, I had an assessment, diagnosing me with bulimia nervosa.  I then waited for 2 years on the waiting list.  With no support whatsoever in the meantime.  

When I finally as contacted again, I had a few sessions alone with a therapist, before that therapist left the service and I was transferred to a different therapist.  A few sessions after that change I was included in a new eating disorders group.  None of this particularly helped, and once in the group I had little further contact alone with the therapist.  After some 20 sessions, the group dissolved anyway, and my time allowed in the service was up.  No attempt was made to really assess me as to whether I had actually improved, and no further contact encouraged after discharge.  Any attempt by me to say that I hadn't improved was met with the comment that many people don't actually improve until after the therapy has finished.  Which felt rather like a 'so what? you'll be out of our hair'.","Thank you for your feedback.  I was really concerned to hear of your experiences and would really like it if you could contact me directly so we can work with you to help move things forward. rnrnWe are also going to come back with a fuller response to your feedback, once we have looked into the issues you raise in more detail.rn rnMy contact details are: Marie McKearney-PALs Team 0800 3760775rnrnSincerelyrnrnMarie-Pals Team",1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,Always Evolving,"I wanted to provide some positive feedback for this ever evolving practice and the many varied services that they provide. Times and technology constantly changes and keeping up can seem daunting but there are so many options for those who are happy to get on board with this that in turn frees up time to assist those that are unable to apply these self help methods. Very happy to be a part of this surgery for so many years and with the new premises well underway, things can only get better.","Dear Tracy,
Thank you for your positive feedback, regarding our ever evolving practice with technology & process changes. We are very happy to have you as a patient at St Clements. Equally, we are also very keen to move into our new premises later this year.
Kind regards,
Fay Johnson, Practice Manager",0,0,0,0,0,,,,,,,,,0,,,,,,,,
58,Rude reception!!!!!,"Although the doctors are very nice and caring, the receptionists are always rude and ready for an argument. They do not listen to you and are always rushing you and trying to get rid of you, not to mention speaking to you as if they are shouting. My mother has been spoken to very rudely a few times. They need more training on how to be nice to people and actually smile and not to look miserable, like a couple of them do!!! Managers please take note!","Dear Patient, Thank you for informing us regarding your concerns. As a practice, we strive to provide an efficient and caring service towards all our patients and we are extremely unhappy to receive information in relation to your negative experience. Please be assured that your comments have been acted upon and that the practice is embarking on a review of its training procedure. We would like to thank you for bringing this matter to our attention. Should you have any further queries or concerns, please do not hesitate to contact the manager directly.",1,1,1,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
34,Cooking,"I like cooking a variety of dishes and learning how to cook for future job. I like cooking chicken and lamb curry, boiled potatoes and rice and other foods of my choice.  
I feel proud of my cooking. I enjoy eating it! I like adding my own flavours (i.e. curry powder)  
I want to continue cooking until I leave. I would like to share my dinner with staff.",Thank you so much for your feedback.  rnI am pleased to read that you have discovered something that you enjoy and want to pursue as a career.  rnIt is incredibly generous of you to want to cook and share your meal with the staff - I am sure this can be arranged should you wish to plan for it! Discuss it with your ward team!,0,0,0,0,0,,,,,,,,,0,,,,,,,,
125,"If I could give this place a 0 rating, I would","Always impossible to get hold of, no interest in helping patients. I called up, waited over half an hour to get through to someone. I explained that I was in extreme pain and that I needed to see someone. I was told that there are no appointments and that I should call back daily until one is available. I need to see or speak to a doctor now.","Dear Michael,

Thank you for your feedback.  If you would like to contact the practice with the date that you experienced these issues,  we will be able to look into the situation and discuss the matter with you further.

Kind regards,
HMG",1,1,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,I always find staff of this surgery kind and...,This is a well organised surgery that usually follows the times of appointments in place. My GP is a caring person and makes me feel confident about the decisions we normally make together about my care. I have been well looked after since the beginning and I have always felt positive about the outcome of the treatments for my condition.,Thank you for taking the time to add such a positive comment about our team. I will make sure that this is passed on to our team.rnCatherine ArdenrnLocality Manager,0,0,0,0,0,,,,,,,,,0,,,,,,,,
22,A privilege to be a patient at New Hall!,"New Hall hardly felt like a hospital; I felt more like a guest at an excellent hotel.
Everyone was so welcoming and gave of their time very generously.
The whole team podiatric surgery team were fabulous and the outcome of the operation is really superb.
No-one could ask for more!",Thank you for taking the time to review our services. We are very pleased to hear about your positive experience at New Hall Hospital and will pass your feedback on to our staff.,0,0,0,0,0,,,,,,,,,0,,,,,,,,
26,No doctor available,"I rang the 111 service on Christmas Day in pain with a bladder infection. I was told a doctor would ring within 6hrs this never happened. I rang many times until 0700 the next morning when I was told it was now a 24hr response time. I said I cannot go another 12hrs with this pain and would have to go to casualty. I was told do so. They were unable to give me any advice to an alternative ie a walk in centre.  
What use are the 111 staff other than reading questions off a card and giving false information. I must have spoken to five or six different people with the same attitude. The impression I got was if I was not dying they were not interested.","Thank you for taking the time to post your story on the Patient Opinion website about your experience when you called 111. We are grateful for all feedback and use this to improve our services.  rnWe are sorry you were unhappy with the response you received when you called 111 and hope you are recovering well. We can trace the staff who spoke with you and review the process that was followed in order to review and improve our service.  rnIf you would like us to investigate this further please make direct contact with us at Patient Relations. You can do this by emailing patient.relations@yas.nhs.uk or calling on 0345 1220535, alternatively, our postal address is Yorkshire Ambulance Service, Springhill, Brindley Way, Wakefield 41 Business Park, Wakefield WF2 0XQ.  rnKind Regards",1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
63,Worst GP SURGERY in world,"The receptionist are very rude always shows attitude. They feel so uncomfortable to answer phone call.
Whenever I call surgery really feel difficult to get something with respect. They never bother to inform you about your results even though urgent attention is needed. It is really difficult to chase up with surgery they always tell you call us in 5 to 6 weeks time. I had 2week wait referral and I was I told that you will appointment in 2 weeks from hospital. But later on it was revealed to me that they were sitting on it for 2 weeks. Nothing in order at this place. There is no patient care at all.","Dear Patient,
I am sorry to hear you have not been entirely satisfied with the service provided at our surgery. We aim to offer all patients a courteous, professional and accessible service with a high standard of clinical care. I apologise for you being unhappy with your visits to the surgery and I would be happy to meet with you to discuss your concerns further.
It is very important to us to be able to communicate with patients face to face in the event of any complaint or suggestion in order to continue good patient/practice relationships and to investigate and make any necessary improvements. Please feel free to contact me if you have anything further that you wish to discuss in regards to this matter.
Best Wishes, Practice Manager: Sharon Moorton",1,1,1,1,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,Brilliant Dispensary ,"Both myself and my wife telephone the dispensary for a repeat prescription every 4 weeks. The staff are always cheerful and friendly and let us know the day we can collect. We visit the dispensary to collect our medication and as usual the medications are ready and we are always greeted with a smile. The staff are also willing to have a chat with you and always ask if we are ok. We cannot fault the dispensary, they provide an excellent service and have never let us down. We have been registered with a few doctors surgeries over the years and we can honestly say the Burbage Surgery is the best ever. We considered moving house a few years ago and our first concern was: will the doctors surgery be as good as the Burbage surgery. Needless to say we decided not to move house.",Dear PatientnnThank you for taking the time to leave a review about our Practice. We will share your review with our Dispensary Team and are pleased you are happy with our service.nnKind regardsnnBurbage Surgery,0,0,0,0,0,,,,,,,,,0,,,,,,,,
74,Blood testing system a farce,"Went to get a blood test recently at this surgery, as usual and rightly so you have to take a ticket and await your turn, no problem, but ignorant people push infront and the system needs looking out. No tickets are available before 8.45am even though the building opens at 8am. So you have to rely on the good grace of people to await their turn, not so at this surgery. Doesn’t anyone realise that if you visit a surgery, particularly for a blood test, then if the ticket system isn’t up and running, have someone on the reception to dish out a number, after all there is enough administration staff who work there, no wonder the NHS is in such chaos .",Sorry to hear about the problems you have had regarding your bloods. Unfortunately the blood tests are not done by this surgery. We are just a doctors surgery that happens to be in the same building where the blood tests get done. Your feedback needs to be directed to The Heath Centre really and not Central Park Surgery.,1,1,1,1,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Fracture clinic,Saw the doctor. Great help. Rest team great too. Had broken bone/ ligaments in foot. Great service!,"Thanks for this, we really appreciate you taking the time to get in touch .  Good luck with your rehab, I hope that you will soon be on the mend .  Best wishes     Alison   Patient Experience",0,0,0,0,0,,,,,,,,,0,,,,,,,,
30,genuine in there care and concern for my welfare,"Had an endoscopy at Endoscopy Service, Queen Margaret Hospital Dunfermline.  
I was treated very well and all medical staff involved in my care acted professionally and were and well being.",Dear daemonique333  rnThank you for your post on Care Opinion though I am sorry for my delay in responding to you. It's nice to read that you had a good experience of our Endoscopy Unit.  rnOur staff will be happy to know that you were happy with their care and that you felt well looked after. I will share your post with them now.  rnI hope that you have made a full recovery from your procedure.  rnThanks again  rnGill,0,0,0,0,0,,,,,,,,,0,,,,,,,,
79,Great doctors,My doctor is wonderful. Patient oriented and person centred . He listens and worked along side me to find the best care we both agreed on . Trustworthy and caring .,Thank you for taking the time to provide Beacon Medical Group with your feedback about your experience. We really appreciate this.,0,0,0,0,0,,,,,,,,,0,,,,,,,,
88,Smear,"Very informative and professional appointment .... All
 Conducted without any embarrassment and clear indication of review of the swab ",Thank you for your feedback! We're happy to hear that you found our service informative and professional.,0,0,0,0,0,,,,,,,,,0,,,,,,,,
